"","Region","fips","State","pre_post","average_mobility"
"1","Abbeville County",45001,"South Carolina","Post",1.89285714285715
"2","Abbeville County",45001,"South Carolina","Pre",9.8452380952381
"3","Acadia County",22001,"Louisiana","Post",9.12857142857143
"4","Acadia County",22001,"Louisiana","Pre",8.86785714285714
"5","Accomack County",51001,"Virginia","Post",5.46428571428571
"6","Accomack County",51001,"Virginia","Pre",4.58928571428571
"7","Ada County",16001,"Idaho","Post",8.25
"8","Ada County",16001,"Idaho","Pre",15.8809523809524
"9","Adair County",19001,"Iowa","Post",-14.3452380952381
"10","Adair County",19001,"Iowa","Pre",10.5119047619048
"11","Adair County",21001,"Kentucky","Post",7.36904761904762
"12","Adair County",21001,"Kentucky","Pre",13.2738095238095
"13","Adair County",29001,"Missouri","Post",9.32142857142856
"14","Adair County",29001,"Missouri","Pre",17.9523809523809
"15","Adair County",40001,"Oklahoma","Post",-4.78571428571428
"16","Adair County",40001,"Oklahoma","Pre",5.83333333333334
"17","Adams County",8001,"Colorado","Post",1.98809523809523
"18","Adams County",8001,"Colorado","Pre",10.3690476190476
"19","Adams County",17001,"Illinois","Post",6.11904761904761
"20","Adams County",17001,"Illinois","Pre",6.45
"21","Adams County",18001,"Indiana","Post",3.52380952380952
"22","Adams County",18001,"Indiana","Pre",3.75595238095238
"23","Adams County",28001,"Mississippi","Post",-2.76190476190476
"24","Adams County",28001,"Mississippi","Pre",4.61904761904762
"25","Adams County",31001,"Nebraska","Post",-0.553571428571429
"26","Adams County",31001,"Nebraska","Pre",5.70238095238096
"27","Adams County",39001,"Ohio","Post",7.21428571428571
"28","Adams County",39001,"Ohio","Pre",7.19047619047619
"29","Adams County",42001,"Pennsylvania","Post",10.0607142857143
"30","Adams County",42001,"Pennsylvania","Pre",4.29285714285714
"31","Adams County",53001,"Washington","Post",13.8571428571429
"32","Adams County",53001,"Washington","Pre",8.05357142857143
"33","Adams County",55001,"Wisconsin","Post",6.33333333333334
"34","Adams County",55001,"Wisconsin","Pre",12.7857142857143
"35","Addison County",50001,"Vermont","Post",-5.52380952380953
"36","Addison County",50001,"Vermont","Pre",2.79166666666667
"37","Aiken County",45003,"South Carolina","Post",3.72857142857143
"38","Aiken County",45003,"South Carolina","Pre",9.18571428571428
"39","Aitkin County",27001,"Minnesota","Post",-11.6785714285714
"40","Aitkin County",27001,"Minnesota","Pre",-1.48809523809524
"41","Alachua County",12001,"Florida","Post",2.33333333333333
"42","Alachua County",12001,"Florida","Pre",0.309523809523809
"43","Alamance County",37001,"North Carolina","Post",5.60238095238096
"44","Alamance County",37001,"North Carolina","Pre",6.57380952380953
"45","Alameda County",6001,"California","Post",0.214285714285715
"46","Alameda County",6001,"California","Pre",4.48809523809524
"47","Alamosa County",8003,"Colorado","Post",8.14285714285715
"48","Alamosa County",8003,"Colorado","Pre",10.8095238095238
"49","Albany County",36001,"New York","Post",9.02142857142857
"50","Albany County",36001,"New York","Pre",7.44047619047618
"51","Albany County",56001,"Wyoming","Post",3.01785714285714
"52","Albany County",56001,"Wyoming","Pre",9.92142857142857
"53","Albemarle County",51003,"Virginia","Post",-7.38571428571429
"54","Albemarle County",51003,"Virginia","Pre",2.11666666666667
"55","Alcona County",26001,"Michigan","Post",0.25
"56","Alcona County",26001,"Michigan","Pre",-3.6
"57","Alcorn County",28003,"Mississippi","Post",-1.45238095238095
"58","Alcorn County",28003,"Mississippi","Pre",1.19642857142857
"59","Alexander County",17003,"Illinois","Post",-2
"60","Alexander County",17003,"Illinois","Pre",-0.5
"61","Alexander County",37003,"North Carolina","Post",9.5595238095238
"62","Alexander County",37003,"North Carolina","Pre",5.96428571428571
"63","Alexandria city",51510,"Virginia","Post",1.54761904761905
"64","Alexandria city",51510,"Virginia","Pre",10.8809523809524
"65","Alger County",26003,"Michigan","Post",-12.75
"66","Alger County",26003,"Michigan","Pre",-5.46666666666666
"67","Allamakee County",19005,"Iowa","Post",-27.452380952381
"68","Allamakee County",19005,"Iowa","Pre",7.05952380952381
"69","Allegan County",26005,"Michigan","Post",5.61071428571429
"70","Allegan County",26005,"Michigan","Pre",4.225
"71","Allegany County",24001,"Maryland","Post",8.76190476190476
"72","Allegany County",24001,"Maryland","Pre",7.71428571428571
"73","Allegany County",36003,"New York","Post",6.55952380952381
"74","Allegany County",36003,"New York","Pre",8.92857142857143
"75","Alleghany County",37005,"North Carolina","Post",8.3
"76","Alleghany County",37005,"North Carolina","Pre",5.75
"77","Alleghany County",51005,"Virginia","Post",-2.69047619047619
"78","Alleghany County",51005,"Virginia","Pre",6.73809523809524
"79","Allegheny County",42003,"Pennsylvania","Post",5.71428571428572
"80","Allegheny County",42003,"Pennsylvania","Pre",4.70238095238096
"81","Allen County",18003,"Indiana","Post",7.06190476190476
"82","Allen County",18003,"Indiana","Pre",6.55952380952381
"83","Allen County",20001,"Kansas","Post",5.19047619047619
"84","Allen County",20001,"Kansas","Pre",5.10714285714286
"85","Allen County",21003,"Kentucky","Post",7.04761904761904
"86","Allen County",21003,"Kentucky","Pre",11.5
"87","Allen County",22003,"Louisiana","Post",11.8809523809524
"88","Allen County",22003,"Louisiana","Pre",9.47619047619047
"89","Allen County",39003,"Ohio","Post",5.62857142857143
"90","Allen County",39003,"Ohio","Pre",5.01428571428571
"91","Allendale County",45005,"South Carolina","Post",-14
"92","Allendale County",45005,"South Carolina","Pre",-6
"93","Alpena County",26007,"Michigan","Post",3.81547619047619
"94","Alpena County",26007,"Michigan","Pre",2.39880952380951
"95","Amador County",6005,"California","Post",4.64285714285714
"96","Amador County",6005,"California","Pre",4.53571428571429
"97","Amelia County",51007,"Virginia","Post",1.3452380952381
"98","Amelia County",51007,"Virginia","Pre",6.22619047619048
"99","Amherst County",51009,"Virginia","Post",6.4047619047619
"100","Amherst County",51009,"Virginia","Pre",6.32142857142858
"101","Amite County",28005,"Mississippi","Post",-11
"102","Amite County",28005,"Mississippi","Pre",-3
"103","Anderson County",20003,"Kansas","Post",-3.2
"104","Anderson County",20003,"Kansas","Pre",9.79166666666667
"105","Anderson County",21005,"Kentucky","Post",8.66666666666667
"106","Anderson County",21005,"Kentucky","Pre",6.51190476190477
"107","Anderson County",45007,"South Carolina","Post",3.12380952380953
"108","Anderson County",45007,"South Carolina","Pre",11.5
"109","Anderson County",47001,"Tennessee","Post",3.84285714285714
"110","Anderson County",47001,"Tennessee","Pre",8.55714285714286
"111","Anderson County",48001,"Texas","Post",-9.14285714285714
"112","Anderson County",48001,"Texas","Pre",4.57738095238096
"113","Andrew County",29003,"Missouri","Post",2.83333333333333
"114","Andrew County",29003,"Missouri","Pre",13.35
"115","Andrews County",48003,"Texas","Post",-10.2797619047619
"116","Andrews County",48003,"Texas","Pre",-1.25595238095238
"117","Androscoggin County",23001,"Maine","Post",-5.56785714285714
"118","Androscoggin County",23001,"Maine","Pre",4.94642857142857
"119","Angelina County",48005,"Texas","Post",-12.7571428571429
"120","Angelina County",48005,"Texas","Pre",2.84285714285714
"121","Anne Arundel County",24003,"Maryland","Post",8.21428571428571
"122","Anne Arundel County",24003,"Maryland","Pre",5.58333333333333
"123","Anoka County",27003,"Minnesota","Post",-1.80952380952381
"124","Anoka County",27003,"Minnesota","Pre",5.99047619047619
"125","Anson County",37007,"North Carolina","Post",12.452380952381
"126","Anson County",37007,"North Carolina","Pre",8
"127","Antrim County",26009,"Michigan","Post",2.16666666666667
"128","Antrim County",26009,"Michigan","Pre",1.54761904761905
"129","Apache County",4001,"Arizona","Post",16.8190476190476
"130","Apache County",4001,"Arizona","Pre",16.6380952380952
"131","Appanoose County",19007,"Iowa","Post",-3
"132","Appanoose County",19007,"Iowa","Pre",19.0595238095238
"133","Appling County",13001,"Georgia","Post",4.45238095238095
"134","Appling County",13001,"Georgia","Pre",7.60714285714285
"135","Appomattox County",51011,"Virginia","Post",0.44047619047619
"136","Appomattox County",51011,"Virginia","Pre",8.02380952380952
"137","Aransas County",48007,"Texas","Post",-13.8559523809524
"138","Aransas County",48007,"Texas","Pre",16.7142857142857
"139","Arapahoe County",8005,"Colorado","Post",3.96428571428571
"140","Arapahoe County",8005,"Colorado","Pre",12.2261904761905
"141","Archer County",48009,"Texas","Post",-21.4
"142","Archer County",48009,"Texas","Pre",-13.6666666666667
"143","Archuleta County",8007,"Colorado","Post",14.452380952381
"144","Archuleta County",8007,"Colorado","Pre",11.9047619047619
"145","Arenac County",26011,"Michigan","Post",16.047619047619
"146","Arenac County",26011,"Michigan","Pre",10.6904761904762
"147","Arkansas County",5001,"Arkansas","Post",3.25
"148","Arkansas County",5001,"Arkansas","Pre",7.01190476190477
"149","Arlington County",51013,"Virginia","Post",-14.7857142857143
"150","Arlington County",51013,"Virginia","Pre",-1.92857142857143
"151","Armstrong County",42005,"Pennsylvania","Post",2.16071428571429
"152","Armstrong County",42005,"Pennsylvania","Pre",0.976190476190475
"153","Aroostook County",23003,"Maine","Post",-1.04404761904761
"154","Aroostook County",23003,"Maine","Pre",4.43333333333333
"155","Ascension County",22005,"Louisiana","Post",6.23214285714286
"156","Ascension County",22005,"Louisiana","Pre",4.96428571428571
"157","Ashe County",37009,"North Carolina","Post",5.71428571428572
"158","Ashe County",37009,"North Carolina","Pre",6.52380952380952
"159","Ashland County",39005,"Ohio","Post",9.52380952380952
"160","Ashland County",39005,"Ohio","Pre",3.89285714285714
"161","Ashland County",55003,"Wisconsin","Post",2.98809523809523
"162","Ashland County",55003,"Wisconsin","Pre",6.13095238095238
"163","Ashley County",5003,"Arkansas","Post",1.54761904761905
"164","Ashley County",5003,"Arkansas","Pre",4.23809523809524
"165","Ashtabula County",39007,"Ohio","Post",9.36904761904762
"166","Ashtabula County",39007,"Ohio","Pre",10.2761904761905
"167","Asotin County",53003,"Washington","Post",5.98809523809524
"168","Asotin County",53003,"Washington","Pre",2.89285714285714
"169","Assumption County",22007,"Louisiana","Post",12.6428571428571
"170","Assumption County",22007,"Louisiana","Pre",8.5
"171","Atascosa County",48013,"Texas","Post",-18.5892857142857
"172","Atascosa County",48013,"Texas","Pre",2.82142857142857
"173","Atchison County",20005,"Kansas","Post",-5.03571428571429
"174","Atchison County",20005,"Kansas","Pre",6.92857142857143
"175","Athens County",39009,"Ohio","Post",-6.54166666666667
"176","Athens County",39009,"Ohio","Pre",1.89285714285714
"177","Atkinson County",13003,"Georgia","Post",11.9583333333333
"178","Atkinson County",13003,"Georgia","Pre",6.82142857142857
"179","Atlantic County",34001,"New Jersey","Post",10.1428571428571
"180","Atlantic County",34001,"New Jersey","Pre",9.5595238095238
"181","Atoka County",40005,"Oklahoma","Post",-0.523809523809528
"182","Atoka County",40005,"Oklahoma","Pre",13.0178571428571
"183","Attala County",28007,"Mississippi","Post",7.86904761904762
"184","Attala County",28007,"Mississippi","Pre",7.48809523809524
"185","Audrain County",29007,"Missouri","Post",11.1845238095238
"186","Audrain County",29007,"Missouri","Pre",9.71428571428571
"187","Audubon County",19009,"Iowa","Post",-18
"188","Audubon County",19009,"Iowa","Pre",NA
"189","Auglaize County",39011,"Ohio","Post",8.83928571428571
"190","Auglaize County",39011,"Ohio","Pre",4.18452380952381
"191","Augusta County",51015,"Virginia","Post",16.7904761904762
"192","Augusta County",51015,"Virginia","Pre",21.2142857142857
"193","Austin County",48015,"Texas","Post",-12.9761904761905
"194","Austin County",48015,"Texas","Pre",7.6904761904762
"195","Autauga County",1001,"Alabama","Post",5.57738095238095
"196","Autauga County",1001,"Alabama","Pre",7.125
"197","Avery County",37011,"North Carolina","Post",0.714285714285714
"198","Avery County",37011,"North Carolina","Pre",-0.571428571428567
"199","Avoyelles County",22009,"Louisiana","Post",8.23214285714287
"200","Avoyelles County",22009,"Louisiana","Pre",9.96428571428572
"201","Bacon County",13005,"Georgia","Post",1.78571428571429
"202","Bacon County",13005,"Georgia","Pre",8.41666666666667
"203","Bailey County",48017,"Texas","Post",-15.7857142857143
"204","Bailey County",48017,"Texas","Pre",2.77380952380952
"205","Baker County",12003,"Florida","Post",10.5714285714286
"206","Baker County",12003,"Florida","Pre",9
"207","Baker County",41001,"Oregon","Post",8.875
"208","Baker County",41001,"Oregon","Pre",12.7142857142857
"209","Baldwin County",1003,"Alabama","Post",19.6309523809524
"210","Baldwin County",1003,"Alabama","Pre",18.1904761904762
"211","Baldwin County",13009,"Georgia","Post",-1.55952380952381
"212","Baldwin County",13009,"Georgia","Pre",4.57142857142857
"213","Ballard County",21007,"Kentucky","Post",4.125
"214","Ballard County",21007,"Kentucky","Pre",2.625
"215","Baltimore",24510,"Maryland","Post",10.3571428571429
"216","Baltimore",24510,"Maryland","Pre",6.6904761904762
"217","Baltimore County",24005,"Maryland","Post",10.2738095238095
"218","Baltimore County",24005,"Maryland","Pre",4.83333333333333
"219","Bamberg County",45009,"South Carolina","Post",12.7857142857143
"220","Bamberg County",45009,"South Carolina","Pre",10.9761904761905
"221","Bandera County",48019,"Texas","Post",-13.4285714285714
"222","Bandera County",48019,"Texas","Pre",13.4047619047619
"223","Banks County",13011,"Georgia","Post",-11.6785714285714
"224","Banks County",13011,"Georgia","Pre",7.60714285714286
"225","Bannock County",16005,"Idaho","Post",1.9
"226","Bannock County",16005,"Idaho","Pre",9.97142857142858
"227","Baraga County",26013,"Michigan","Post",-12
"228","Baraga County",26013,"Michigan","Pre",-9.5
"229","Barbour County",1005,"Alabama","Post",4.88095238095238
"230","Barbour County",1005,"Alabama","Pre",4.35714285714286
"231","Barbour County",54001,"West Virginia","Post",-10.702380952381
"232","Barbour County",54001,"West Virginia","Pre",7.26190476190476
"233","Barnes County",38003,"North Dakota","Post",-7.89285714285714
"234","Barnes County",38003,"North Dakota","Pre",11.25
"235","Barnstable County",25001,"Massachusetts","Post",7.98809523809524
"236","Barnstable County",25001,"Massachusetts","Pre",6.34523809523809
"237","Barnwell County",45011,"South Carolina","Post",2.33333333333333
"238","Barnwell County",45011,"South Carolina","Pre",3.57142857142857
"239","Barren County",21009,"Kentucky","Post",9.0595238095238
"240","Barren County",21009,"Kentucky","Pre",10.3511904761905
"241","Barron County",55005,"Wisconsin","Post",2.88690476190476
"242","Barron County",55005,"Wisconsin","Pre",3.97023809523809
"243","Barrow County",13013,"Georgia","Post",-3.10714285714286
"244","Barrow County",13013,"Georgia","Pre",3.19642857142857
"245","Barry County",26015,"Michigan","Post",10.375
"246","Barry County",26015,"Michigan","Pre",8.85119047619049
"247","Barry County",29009,"Missouri","Post",6.25
"248","Barry County",29009,"Missouri","Pre",9.44642857142857
"249","Bartholomew County",18005,"Indiana","Post",7.90119047619048
"250","Bartholomew County",18005,"Indiana","Pre",8.61785714285714
"251","Barton County",20009,"Kansas","Post",3.19642857142857
"252","Barton County",20009,"Kansas","Pre",1.4702380952381
"253","Barton County",29011,"Missouri","Post",2.35714285714286
"254","Barton County",29011,"Missouri","Pre",6.14285714285714
"255","Bartow County",13015,"Georgia","Post",4.63095238095239
"256","Bartow County",13015,"Georgia","Pre",13.9642857142857
"257","Bastrop County",48021,"Texas","Post",-13.8714285714286
"258","Bastrop County",48021,"Texas","Pre",8.07857142857143
"259","Bates County",29013,"Missouri","Post",1.14285714285714
"260","Bates County",29013,"Missouri","Pre",7.64285714285714
"261","Bath County",21011,"Kentucky","Post",-4.1
"262","Bath County",21011,"Kentucky","Pre",2.125
"263","Bath County",51017,"Virginia","Post",NA
"264","Bath County",51017,"Virginia","Pre",NA
"265","Baxter County",5005,"Arkansas","Post",10.5952380952381
"266","Baxter County",5005,"Arkansas","Pre",8.61904761904762
"267","Bay County",12005,"Florida","Post",15.0119047619048
"268","Bay County",12005,"Florida","Pre",8.58333333333333
"269","Bay County",26017,"Michigan","Post",2.78571428571429
"270","Bay County",26017,"Michigan","Pre",4.58928571428571
"271","Bayfield County",55007,"Wisconsin","Post",-20
"272","Bayfield County",55007,"Wisconsin","Pre",2.03571428571429
"273","Beadle County",46005,"South Dakota","Post",-3.45238095238095
"274","Beadle County",46005,"South Dakota","Pre",4.76190476190477
"275","Bear Lake County",16007,"Idaho","Post",-40.1666666666667
"276","Bear Lake County",16007,"Idaho","Pre",-39
"277","Beaufort County",37013,"North Carolina","Post",7.08571428571429
"278","Beaufort County",37013,"North Carolina","Pre",3.92857142857143
"279","Beaufort County",45013,"South Carolina","Post",15.8428571428571
"280","Beaufort County",45013,"South Carolina","Pre",16.0285714285714
"281","Beauregard County",22011,"Louisiana","Post",7.11904761904762
"282","Beauregard County",22011,"Louisiana","Pre",4.20833333333333
"283","Beaver County",42007,"Pennsylvania","Post",3.30357142857143
"284","Beaver County",42007,"Pennsylvania","Pre",2.27142857142857
"285","Beaver County",49001,"Utah","Post",16.7738095238095
"286","Beaver County",49001,"Utah","Pre",12.3333333333333
"287","Beaverhead County",30001,"Montana","Post",-1.38095238095238
"288","Beaverhead County",30001,"Montana","Pre",6.89285714285714
"289","Becker County",27005,"Minnesota","Post",3.30357142857142
"290","Becker County",27005,"Minnesota","Pre",4.81547619047619
"291","Beckham County",40009,"Oklahoma","Post",3.46428571428571
"292","Beckham County",40009,"Oklahoma","Pre",8.10714285714286
"293","Bedford County",42009,"Pennsylvania","Post",0.825
"294","Bedford County",42009,"Pennsylvania","Pre",-1.6
"295","Bedford County",47003,"Tennessee","Post",6.16071428571429
"296","Bedford County",47003,"Tennessee","Pre",5.27380952380952
"297","Bedford County",51019,"Virginia","Post",3.55357142857143
"298","Bedford County",51019,"Virginia","Pre",3.14285714285714
"299","Bee County",48025,"Texas","Post",-16.8333333333333
"300","Bee County",48025,"Texas","Pre",0.690476190476191
"301","Belknap County",33001,"New Hampshire","Post",3.46785714285714
"302","Belknap County",33001,"New Hampshire","Pre",5.60714285714286
"303","Bell County",21013,"Kentucky","Post",5.61904761904762
"304","Bell County",21013,"Kentucky","Pre",11.047619047619
"305","Bell County",48027,"Texas","Post",-12.2976190476191
"306","Bell County",48027,"Texas","Pre",5.3452380952381
"307","Belmont County",39013,"Ohio","Post",4.76428571428571
"308","Belmont County",39013,"Ohio","Pre",4.28571428571429
"309","Beltrami County",27007,"Minnesota","Post",-4.125
"310","Beltrami County",27007,"Minnesota","Pre",0.85
"311","Ben Hill County",13017,"Georgia","Post",4.21428571428572
"312","Ben Hill County",13017,"Georgia","Pre",10.8095238095238
"313","Benewah County",16009,"Idaho","Post",6.36904761904762
"314","Benewah County",16009,"Idaho","Pre",2.76190476190476
"315","Bennington County",50003,"Vermont","Post",-0.636904761904762
"316","Bennington County",50003,"Vermont","Pre",6.83333333333333
"317","Benton County",5007,"Arkansas","Post",-2.06904761904761
"318","Benton County",5007,"Arkansas","Pre",10.0761904761905
"319","Benton County",18007,"Indiana","Post",-3.625
"320","Benton County",18007,"Indiana","Pre",-2.375
"321","Benton County",19011,"Iowa","Post",-16.0714285714286
"322","Benton County",19011,"Iowa","Pre",12.1011904761905
"323","Benton County",27009,"Minnesota","Post",-0.565476190476185
"324","Benton County",27009,"Minnesota","Pre",4.91071428571429
"325","Benton County",28009,"Mississippi","Post",-12.25
"326","Benton County",28009,"Mississippi","Pre",-9.375
"327","Benton County",29015,"Missouri","Post",-14.3571428571429
"328","Benton County",29015,"Missouri","Pre",10.3690476190476
"329","Benton County",41003,"Oregon","Post",0.176190476190471
"330","Benton County",41003,"Oregon","Pre",3.88690476190476
"331","Benton County",47005,"Tennessee","Post",9.26785714285714
"332","Benton County",47005,"Tennessee","Pre",10.8928571428571
"333","Benton County",53005,"Washington","Post",13.8809523809524
"334","Benton County",53005,"Washington","Pre",11.6666666666666
"335","Benzie County",26019,"Michigan","Post",14.4285714285714
"336","Benzie County",26019,"Michigan","Pre",14.5238095238095
"337","Bergen County",34003,"New Jersey","Post",10.5952380952381
"338","Bergen County",34003,"New Jersey","Pre",9.40476190476191
"339","Berkeley County",45015,"South Carolina","Post",-1.51190476190476
"340","Berkeley County",45015,"South Carolina","Pre",4.80952380952381
"341","Berkeley County",54003,"West Virginia","Post",-7.41428571428571
"342","Berkeley County",54003,"West Virginia","Pre",2.67857142857143
"343","Berks County",42011,"Pennsylvania","Post",7.38571428571427
"344","Berks County",42011,"Pennsylvania","Pre",9.01190476190475
"345","Berkshire County",25003,"Massachusetts","Post",2.3952380952381
"346","Berkshire County",25003,"Massachusetts","Pre",5.78809523809524
"347","Bernalillo County",35001,"New Mexico","Post",4.63095238095238
"348","Bernalillo County",35001,"New Mexico","Pre",9.16666666666667
"349","Berrien County",13019,"Georgia","Post",7.09523809523809
"350","Berrien County",13019,"Georgia","Pre",13.0119047619048
"351","Berrien County",26021,"Michigan","Post",14.4761904761905
"352","Berrien County",26021,"Michigan","Pre",14.1
"353","Bertie County",37015,"North Carolina","Post",9.73809523809525
"354","Bertie County",37015,"North Carolina","Pre",8.39285714285714
"355","Bexar County",48029,"Texas","Post",-21.7142857142857
"356","Bexar County",48029,"Texas","Pre",-2.66666666666667
"357","Bibb County",1007,"Alabama","Post",7.54761904761905
"358","Bibb County",1007,"Alabama","Pre",8.23809523809524
"359","Bibb County",13021,"Georgia","Post",6.27619047619048
"360","Bibb County",13021,"Georgia","Pre",8.95
"361","Bienville County",22013,"Louisiana","Post",8.89285714285714
"362","Bienville County",22013,"Louisiana","Pre",5.10714285714286
"363","Big Horn County",30003,"Montana","Post",-8.25
"364","Big Horn County",30003,"Montana","Pre",9.5
"365","Big Horn County",56003,"Wyoming","Post",-6.5
"366","Big Horn County",56003,"Wyoming","Pre",-0.75
"367","Big Stone County",27011,"Minnesota","Post",NA
"368","Big Stone County",27011,"Minnesota","Pre",NA
"369","Bingham County",16011,"Idaho","Post",8.94642857142857
"370","Bingham County",16011,"Idaho","Pre",7.66666666666667
"371","Black Hawk County",19013,"Iowa","Post",-13.0214285714286
"372","Black Hawk County",19013,"Iowa","Pre",3.69285714285714
"373","Blackford County",18009,"Indiana","Post",10.9047619047619
"374","Blackford County",18009,"Indiana","Pre",8.41666666666666
"375","Bladen County",37017,"North Carolina","Post",6.75595238095239
"376","Bladen County",37017,"North Carolina","Pre",3.35119047619048
"377","Blaine County",16013,"Idaho","Post",-19.4166666666667
"378","Blaine County",16013,"Idaho","Pre",-1.86904761904762
"379","Blaine County",30005,"Montana","Post",-35.6666666666667
"380","Blaine County",30005,"Montana","Pre",NA
"381","Blaine County",40011,"Oklahoma","Post",-5.33333333333333
"382","Blaine County",40011,"Oklahoma","Pre",4.11904761904762
"383","Blair County",42013,"Pennsylvania","Post",4.66071428571429
"384","Blair County",42013,"Pennsylvania","Pre",5.21428571428571
"385","Blanco County",48031,"Texas","Post",-21.3690476190476
"386","Blanco County",48031,"Texas","Pre",21.6547619047619
"387","Bland County",51021,"Virginia","Post",22.8571428571429
"388","Bland County",51021,"Virginia","Pre",23.7142857142857
"389","Bleckley County",13023,"Georgia","Post",8.92857142857143
"390","Bleckley County",13023,"Georgia","Pre",16.4285714285714
"391","Bledsoe County",47007,"Tennessee","Post",3.55
"392","Bledsoe County",47007,"Tennessee","Pre",-0.75
"393","Blount County",1009,"Alabama","Post",3.53571428571429
"394","Blount County",1009,"Alabama","Pre",5.52380952380952
"395","Blount County",47009,"Tennessee","Post",2.92619047619048
"396","Blount County",47009,"Tennessee","Pre",11.2166666666667
"397","Blue Earth County",27013,"Minnesota","Post",-3.34642857142857
"398","Blue Earth County",27013,"Minnesota","Pre",3.32142857142857
"399","Boise County",16015,"Idaho","Post",-20.9166666666667
"400","Boise County",16015,"Idaho","Pre",-14.0833333333333
"401","Bolivar County",28011,"Mississippi","Post",-2.35714285714286
"402","Bolivar County",28011,"Mississippi","Pre",3
"403","Bollinger County",29017,"Missouri","Post",-8.66666666666667
"404","Bollinger County",29017,"Missouri","Pre",2.25
"405","Bon Homme County",46009,"South Dakota","Post",-18.3333333333333
"406","Bon Homme County",46009,"South Dakota","Pre",NA
"407","Bond County",17005,"Illinois","Post",7.23809523809524
"408","Bond County",17005,"Illinois","Pre",13.7738095238095
"409","Bonner County",16017,"Idaho","Post",0.529761904761904
"410","Bonner County",16017,"Idaho","Pre",1.36309523809524
"411","Bonneville County",16019,"Idaho","Post",8.70238095238095
"412","Bonneville County",16019,"Idaho","Pre",11.1547619047619
"413","Boone County",5009,"Arkansas","Post",6.72619047619048
"414","Boone County",5009,"Arkansas","Pre",6.41071428571428
"415","Boone County",17007,"Illinois","Post",9.33214285714286
"416","Boone County",17007,"Illinois","Pre",10.4785714285714
"417","Boone County",18011,"Indiana","Post",7.56785714285714
"418","Boone County",18011,"Indiana","Pre",5.31428571428571
"419","Boone County",19015,"Iowa","Post",-12.6071428571429
"420","Boone County",19015,"Iowa","Pre",6.64880952380952
"421","Boone County",21015,"Kentucky","Post",5.36666666666667
"422","Boone County",21015,"Kentucky","Pre",6.32857142857142
"423","Boone County",29019,"Missouri","Post",-2.27380952380952
"424","Boone County",29019,"Missouri","Pre",10.4809523809524
"425","Boone County",54005,"West Virginia","Post",-1.45238095238095
"426","Boone County",54005,"West Virginia","Pre",7.72619047619048
"427","Bosque County",48035,"Texas","Post",-12.7380952380952
"428","Bosque County",48035,"Texas","Pre",4.21428571428571
"429","Bossier County",22015,"Louisiana","Post",1.53333333333333
"430","Bossier County",22015,"Louisiana","Pre",5.93809523809524
"431","Botetourt County",51023,"Virginia","Post",2.33214285714286
"432","Botetourt County",51023,"Virginia","Pre",4.04642857142857
"433","Bottineau County",38009,"North Dakota","Post",-6
"434","Bottineau County",38009,"North Dakota","Pre",12.3
"435","Boulder County",8013,"Colorado","Post",-1.58333333333333
"436","Boulder County",8013,"Colorado","Pre",10.9880952380952
"437","Boundary County",16021,"Idaho","Post",6.91666666666666
"438","Boundary County",16021,"Idaho","Pre",10.2023809523809
"439","Bourbon County",20011,"Kansas","Post",8.25
"440","Bourbon County",20011,"Kansas","Pre",13.8690476190476
"441","Bourbon County",21017,"Kentucky","Post",9.71428571428571
"442","Bourbon County",21017,"Kentucky","Pre",9.97619047619048
"443","Bowie County",48037,"Texas","Post",-10.4380952380952
"444","Bowie County",48037,"Texas","Pre",3.03095238095238
"445","Box Butte County",31013,"Nebraska","Post",-6.1547619047619
"446","Box Butte County",31013,"Nebraska","Pre",4.51190476190476
"447","Box Elder County",49003,"Utah","Post",6.65
"448","Box Elder County",49003,"Utah","Pre",6.06428571428571
"449","Boyd County",21019,"Kentucky","Post",7.09761904761906
"450","Boyd County",21019,"Kentucky","Pre",9.04642857142857
"451","Boyle County",21021,"Kentucky","Post",5.23809523809524
"452","Boyle County",21021,"Kentucky","Pre",6.5
"453","Bracken County",21023,"Kentucky","Post",1.25
"454","Bracken County",21023,"Kentucky","Pre",7.625
"455","Bradford County",12007,"Florida","Post",4.10714285714286
"456","Bradford County",12007,"Florida","Pre",4.58333333333333
"457","Bradford County",42015,"Pennsylvania","Post",6.60119047619048
"458","Bradford County",42015,"Pennsylvania","Pre",5.11904761904762
"459","Bradley County",5011,"Arkansas","Post",-1.5
"460","Bradley County",5011,"Arkansas","Pre",0.297619047619047
"461","Bradley County",47011,"Tennessee","Post",1.6
"462","Bradley County",47011,"Tennessee","Pre",3.1
"463","Branch County",26023,"Michigan","Post",6.25000000000001
"464","Branch County",26023,"Michigan","Pre",6.05952380952381
"465","Brantley County",13025,"Georgia","Post",2.63095238095238
"466","Brantley County",13025,"Georgia","Pre",6.8452380952381
"467","Braxton County",54007,"West Virginia","Post",-16.2857142857143
"468","Braxton County",54007,"West Virginia","Pre",7.11904761904762
"469","Brazoria County",48039,"Texas","Post",-9
"470","Brazoria County",48039,"Texas","Pre",4.23809523809524
"471","Brazos County",48041,"Texas","Post",-19.5404761904762
"472","Brazos County",48041,"Texas","Pre",-0.595238095238096
"473","Breathitt County",21025,"Kentucky","Post",14.5357142857143
"474","Breathitt County",21025,"Kentucky","Pre",29.1428571428571
"475","Breckinridge County",21027,"Kentucky","Post",11.9880952380952
